question,document_id
Milyen időben lehet kint használni a légvárat?,faq_591
Szabad téren milyen időjárási feltételek kellenek a légvár üzemeltetéséhez?,faq_591
"Meddig használható a légvár kültéren, ha fúj a szél vagy esik az eső?",faq_591
Légvárat lehet-e kint felállítani 10 fok alatt vagy szeles időben?,faq_591
Milyen időjárásnál engedélyezett a szabadtéri légvár használat?,faq_591
Milyen időjárási körülmények között lehet kint használni a légvárat?,faq_590
Mekkora hőmérsékletnél és szélben biztonságos a szabadtéri légvár használat?,faq_590
Lehet-e a bouncy castle-t kültéren használni esőben vagy erős szélben?,faq_590
"Milyen feltételek kellenek ahhoz, hogy a légvárat kint fel lehessen állítani?",faq_590
"Outside használatnál milyen idő van oké a légvárhoz, van hőmérséklet- vagy szélkorlát?",faq_590
"Ha én okoztam a kárt a bérelt eszközben, nekem kell fizetnem a javítást?",faq_587
"Ki állja a javítási költséget, ha a sérülés a bérlő hibájából történt?",faq_587
"Bérlőként fizetnem kell-e az eszköz javítását, ha én tehetek róla, hogy meghibásodott?",faq_587
"Mi történik a javítási költségekkel, ha a bérelt cucc a bérlőnek felróható okból ment tönkre?",faq_587
"Ha a bérelt eszköz az én hibámból sérül meg, kell megtérítenem a javítást és az egyéb kárt?",faq_587
"Mi van, ha rossz idő miatt nem lehet biztonságosan üzemeltetni a légvárat?",faq_593
"Ha az időjárás nem megfelelő, akkor mi történik a kiszállítással?",faq_593
Mikor marad el automatikusan a légvár kiszállítása időjárás miatt?,faq_593
"Értesítenek-e, ha a biztonságos üzemeltetés az időjárás miatt nem lehetséges?",faq_593
"Eső vagy erős szél esetén hogyan szólnak, ha nem tudják kivinni a légvárat?",faq_593
What mistakes can I fix on the order screen?,faq_598
Can I delete products or change order details in the order interface?,faq_598
Which errors are editable in the order interface?,faq_598
"What can be corrected during an order, like product deletions or detail changes?",faq_598
"On the order page, what kinds of changes are allowed?",faq_598
Meddig tudom javítani a hibásan megadott adatokat a rendelésben?,faq_596
Can I fix an input mistake in my order before it is sent to the lessor?,faq_596
"Orderben elrontottam valamit, mikor lehet még kijavítani?",faq_596
At what point can I no longer correct data entry errors in the order?,faq_596
Sorrendben mikor lehet módosítani a rosszul beírt adatokat a weboldalon?,faq_596
"Mit kell tenni, ha hirtelen esni kezd vagy erős szél támad a légvár használata közben?",faq_594
What should I do if it suddenly starts raining or the wind gets strong during use?,faq_594
"Ha jön egy zápor vagy feltámad a szél, azonnal le kell állítani a légvárat?",faq_594
Légvárnál mi a teendő viharos szél vagy hirtelen eső esetén?,faq_594
Do we need to stop using the bouncy castle right away if there is sudden rain or strong wind?,faq_594
Meddig tudom kijavítani a hibás adatokat a rendelésben?,faq_597
A megrendelés leadásáig lehet még módosítani az adatbeviteli hibákat?,faq_597
Hol és mikor javíthatom ki a rendelésben lévő téves adatokat?,faq_597
"Addig szerkeszthetem a rendelést, amíg el nem küldöm a Bérbeadónak?",faq_597
Lehet még javítani a rosszul bevitt adatokat a honlapon a rendelés során?,faq_597
"Mit tegyünk, ha hirtelen esni kezd vagy nagyon fúj a szél a légvár használata közben?",faq_595
Mi a teendő váratlan eső vagy erős szél esetén a légvárnál?,faq_595
"Le kell állítani a légvárat, ha jön egy eső vagy feltámad a szél?",faq_595
"Erős szélben vagy záporban használható még a légvár, vagy azonnal abba kell hagyni?",faq_595
"Ha kint a légvár és hirtelen rosszra fordul az idő, mit kell csinálni?",faq_595
Meddig lehet díjmentesen lemondani a megrendelést a kiszállítás előtt?,faq_600
Until what time before delivery can I cancel my order for free?,faq_600
Can I still cancel the order without a fee 48 hours before delivery?,faq_600
What happens if I cancel the order less than 48 hours before delivery?,faq_600
Hány órával a kiszállítás előtt lehet ingyen visszamondani a rendelést?,faq_600
Meddig lehet ingyen lemondani a megrendelést?,faq_601
Hány órával a kiszállítás előtt mondható le díjmentesen a rendelés?,faq_601
"Mi a lemondási határidő, hogy ne kelljen fizetni érte?",faq_601
48 órán belül is lehet még ingyen törölni a megrendelést?,faq_601
"Ha a kiszállítás előtt kevesebb mint 48 órával mondom le, kell fizetni?",faq_601
Milyen hibákat tudok javítani a megrendelési felületen?,faq_599
"Mit tudok módosítani a rendelési felületen, ha elrontottam valamit?",faq_599
Lehet-e törölni terméket vagy átírni a rendelési adatokat a megrendelésnél?,faq_599
Milyen javításokat lehet csinálni a rendelési oldalon?,faq_599
"Ha hibásan adtam meg valamit, mit tudok változtatni a megrendelési felületen?",faq_599
Mire használják a reklám sütiket?,faq_604
What do advertising cookies do on a website?,faq_604
How are advertising cookies used for personalized ads and campaign tracking?,faq_604
"Mire valók az advertising cookie-k, pontosan?",faq_604
Why does a site use ad cookies?,faq_604
What does the Ysance DMP profiling system do with cookies?,faq_606
How does the Ysance DMP profiling system use my purchase and browsing history?,faq_606
Does Ysance DMP profiling place cookies in my browser for advertising?,faq_606
What is the purpose of the Ysance DMP profiling system?,faq_606
How does Ysance DMP profiling improve ad serving on my browser?,faq_606
Mire valók a hirdetési sütik?,faq_605
Miért használnak hirdetési cookie-kat az oldalon?,faq_605
A hirdetési sütik pontosan mire szolgálnak?,faq_605
"Hogyan használják a hirdetési sütiket, és mire jók ezek?",faq_605
"A reklam sütik mit csinálnak, mire használják őket?",faq_605
What are Google Analytics conversion and remarketing cookies for?,faq_608
Why do you use Google Analytics conversion and remarketing cookies?,faq_608
How are Google Analytics conversion and remarketing cookies used?,faq_608
Do Google Analytics cookies track campaign effectiveness and ad relevance?,faq_608
What do conversion and remarketing cookies in Google Analytics do?,faq_608
"Mi történik, ha a felfújható vár már ki lett szállítva, de a telepítés a bérlő hibájából nem sikerül?",faq_602
"Ha a légvárat már leszállították, de nem tudják felállítani a tenant hibájából, akkor is kell fizetni a bérleti díjat?",faq_602
"Kifizetendő-e a teljes díj, ha a felfújható kastély megérkezett, de az installálás a bérlő miatt meghiúsul?",faq_602
What if the inflatable castle is delivered but setup fails because of the tenant's fault—do we still owe the full rental fee?,faq_602
"Ha már ott van a légvár, de a szerelés nem megy a bérlő hibájából, mennyi bérleti díjat kell fizetni?",faq_602
"Mit csinál az Ysance DMP a profilozásnál, helyez el sütiket a böngészőben?",faq_607
Az Ysance DMP rendszer használ cookie-kat a profilozáshoz és a hirdetésekhez?,faq_607
"Mire jó a profilozásra használt Ysance DMP, és tárol-e sütiket a böngészőmben?",faq_607
"Hogyan működik az Ysance DMP profilozásra, vásárlási és böngészési előzmények alapján személyre szabja a hirdetéseket?",faq_607
Ysance DMP cookie-t rak a böngészőbe a jobb reklámkiszolgálás miatt?,faq_607
"Mi van akkor, ha a légvárat már kivitték, de a telepítés a bérlő hibájából nem sikerül?",faq_603
"Ha a légvár kiszállt, de nem tudják felállítani a bérlő miatt, kell fizetni a teljes bérleti díjat?",faq_603
"Mennyit kell fizetni, ha a légvárat kiszállították, de a telepítés meghiúsul a bérlő hibájából?",faq_603
"Ha a légvár megérkezik, de nem sikerül a telepítés a mi hibánkból, akkor is a teljes díj jár?",faq_603
"Légvár kiszállítva, de a telepítés nem ment a bérlő miatt — ilyenkor is teljes bérleti díjat számolnak fel?",faq_603
Mire valók a Google Analytics conversion és remarketing sütik?,faq_609
Mit csinálnak a Google Analytics konverziós és remarketing cookie-k?,faq_609
A Google Analytics remarketing sütijei mire szolgálnak pontosan?,faq_609
Miért szükségesek a Google Analytics conversion és remarketing sütik az oldalon?,faq_609
Hogyan használja a Google Analytics a conversion és remarketing sütiket?,faq_609
Mi az ügyfélszolgálat telefonszáma és e-mail címe?,faq_611
Honnan tudom elérni az ügyfélszolgálatot telefonon vagy emailben?,faq_611
"Mi a Jelen ügyfélszolgálat elérhetősége, telefonszám és e-mail?",faq_611
"Kérem az ügyfélszolgálat kontaktját, telefon szám és e-mail cím.",faq_611
"Milyen telefonszámon lehet hívni az ügyfélszolgálatot, és mi az email címük?",faq_611
What is the company address?,faq_612
Can you tell me Jelen's address?,faq_612
Where is the company located?,faq_612
What's the office address for Jelen?,faq_612
Jelen cég székhelye hol van?,faq_612
What is your customer service phone number and email address?,faq_610
How can I contact customer service by phone or email?,faq_610
Can you give me the support phone number and email address?,faq_610
"What are the contact details for customer service, like phone and email?",faq_610
"I need the ügyfélszolgálat phone number and email address, please.",faq_610
Mikor léptek életbe a jelen Általános Szerződési Feltételek?,faq_615
Milyen dátumtól hatályos az ÁSZF?,faq_615
Mikor lett érvényes a jelen Általános Szerződési Feltétel?,faq_615
Az Általános Szerződési Feltételek mikortól vannak hatályban?,faq_615
Melyik naptól lépett hatályba a jelen szerződési feltétel?,faq_615
Mi a cég pontos címe?,faq_613
Hol található a cég székhelye?,faq_613
Tudnátok megírni a cég címét?,faq_613
"Mi az iroda címe, hol van pontosan?",faq_613
"Címem kellene a céghez, mi az?",faq_613
When do the General Terms and Conditions come into effect?,faq_614
What is the effective date of these GTCs?,faq_614
Since when are these General Terms and Conditions valid?,faq_614
Honnan érvényesek az Általános Szerződési Feltételek?,faq_614
From what date are these terms and conditions applicable?,faq_614
What email address and fax number should I use for dispute-related matters?,faq_616
Can you give me the contact email and fax number for disputes?,faq_616
"For a dispute, what's the email and fax number provided?",faq_616
I need the email address and fax for dispute issues—what are they?,faq_616
What’s the fax number and email for handling dispute-related matters?,faq_616
"Hol tudom használni az online vitarendezési fórumot, ha vitám van?",faq_618
"If I have a dispute, where can I go to use the online dispute resolution forum?",faq_618
Online dispute resolution forumot hol lehet igénybe venni vita esetén?,faq_618
Where is the online dispute resolution platform available for a complaint or dispute?,faq_618
"Ha jogvita van, melyik online vitarendezési fórumot használhatom?",faq_618
Mi az e-mail cím és a faxszám a vitarendezési ügyekhez?,faq_617
Hová kell írni e-mailt és milyen faxszámot kell használni vitás ügyek esetén?,faq_617
Melyik a kapcsolattartó e-mail címe és faxa a vitarendezéshez?,faq_617
Vitarendezéssel kapcsolatban mi az email cím meg a fax szám?,faq_617
Kérlek add meg a békéltetéshez tartozó e-mail címet és faxszámot.,faq_617
Hol találom az online vitarendezési fórumot vitás ügy esetén?,faq_619
"Melyik online vitarendezési felületet lehet igénybe venni, ha problémám van?",faq_619
"Van online vitarendezés, ha vita merül fel a bérleti szerződéssel kapcsolatban?",faq_619
Hova kell fordulni online vitarendezésért egy vitás ügyben?,faq_619
"Elérhető valahol online vitarendezési fórum, ha nem tudunk megegyezni?",faq_619
Mik a bérlés feltételei?,faq_622
What are the rental terms and conditions?,faq_622
Milyen feltételek mellett lehet kölcsönözni?,faq_622
Can you tell me the rental conditions?,faq_622
Milyen szabályok vonatkoznak a kölcsönzésre?,faq_622
Milyen feltételek vannak a kölcsönzéshez ebben a részben?,faq_621
Mit ír a kölcsönzés feltételeiről a „Kölcsönzés feltételei” szakasz?,faq_621
"Mik a bérlés szabályai itt, van erről információ?",faq_621
Találok valami részletet a kölcsönzés feltételeiről ebben a fejezetben?,faq_621
"Mi szerepel a kölcsönzés feltételei alatt, vagy nincs is leírva semmi?",faq_621
Mik a bérlés feltételei?,faq_623
Milyen feltételekkel lehet kölcsönözni?,faq_623
Mit kell tudni a bérlés feltételeiről?,faq_623
"Van leírva valahol, hogy mik a kölcsönzés feltételei?",faq_623
Milyen szabályok vannak a kölcsönzéshez?,faq_623
Mikor történik a kiszállítás és a szerelés a rendelt napon?,faq_624
A delivery and installation when happen exactly?,faq_624
Mikorra várható a házhozszállítás és az összeszerelés?,faq_624
A megrendelt nap reggelén jönnek ki a termékkel és a telepítéssel?,faq_624
